raison_sociale;adresse_complete;cp_ville;lat;lng
CLINIQUE DE L'ERMITAGE;10 R DE L'ERMITAGE;95160 MONTMORENCY;48.9916255;2.3353017
CENTRE L'IMAGERIE;10 PL DE LA CARPE;91170 VIRY CHATILLON;48.6547551;2.3725072
CENTRE HEMET;10 R HEMET;93300 AUBERVILLIERS;48.9162466;2.390878
HOPITAL DE JOUR SALNEUVE;237 AV JEAN JAURES;93300 AUBERVILLIERS;48.9161549;2.4053277
CENTRE MEDICO-PSYCHOLOGIQUE 94-I02;73 AV DE LA REPUBLIQUE;94300 VINCENNES;48.8496491;2.4340215
CENTRE MEDICO-PSY. 91 G 10;6 R DES JONCS;91230 MONTGERON;48.7021989;2.443258
CTRE SOINS DE SUITE CLINIQUE GALLIENI;16 AV DU MARECHAL GALLIENI;93150 LE BLANC MESNIL;48.9276952;2.465128
CENTRE MEDICO-PSY. 77 G 01;17 R PETIT DE BEAUVERGER;77170 BRIE COMTE ROBERT;48.6941189;2.606221
HOPITAL SUISSE DE PARIS;10 R MINARD;92130 ISSY LES MOULINEAUX;48.8238356;2.2775319
CTRE FAM ACTION THERAP 75I05;20 R BELLIER-DEDOUVRE;75013 PARIS;48.824971;2.3506495
CATTP LA COMETE;14 R DE THIONVILLE;75019 PARIS;48.8885843;2.3822703
CENTRE OMER TALON;3 R OMER TALON;75011 PARIS;48.8613915;2.3834354
CLINIQUE CHATEAU DU BEL AIR;35 R ALBERT THOMAS;91560 CROSNE;48.7226421;2.4571126
CTRE MEDICO-PSYCHOL.TOURNESOLS;10 R DELAMBRE;77400 LAGNY SUR MARNE;48.8790334;2.7062639
CLINIQUE DE LA DEFENSE;16 BD EMILE ZOLA;92000 NANTERRE;48.894812;2.2117916
CLINIQUE ROOSEVELT;9 R JEAN GOUJON;75008 PARIS;48.8663932;2.3085867
HOPITAL DE JOUR LES MARES YVON;7 R DE LA PAIX;91700 STE GENEVIEVE DES BOIS;48.6515669;2.3175322
CENTRE CARDIOLOGIQUE DU NORD;32 R DES MOULINS-GEMEAUX;93207 ST DENIS CEDEX;48.9407187;2.3466466
HOPITAL JEAN VERDIER (AP-HP);AV DU 14 JUILLET;93143 BONDY CEDEX;48.9136687;2.4914762
LONG SEJOUR HOPITAL D'ORGEMONT MEAUX;2B R D'ORGEMONT;77100 MEAUX;48.9558243;2.8696165
CENTRE DE GUIDANCE;1 R RAOUL DE PRESLE;77440 LIZY SUR OURCQ;49.025453;3.026478
CENTRE HOSPITALIER DE RAMBOUILLET;5 R PIERRE ET MARIE CURIE;78514 RAMBOUILLET CEDEX;48.6528908;1.8260294
CENTRE MEDICO-PSYCHOLOGIQUE 78I07;27  GRANDE RUE;78410 AUBERGENVILLE;48.9597371;1.8515266
CMP MARINES;12 BD GAMBETTA;95640 MARINES;49.1460735;1.9767876
HOPITAL DE JOUR 92G15 BOULOGNE;52 R DES ABONDANCES;92100 BOULOGNE BILLANCOURT;48.8461386;2.2302831
USLD CH DE COURBEVOIE NEUILLY;30 R KILFORD;92400 COURBEVOIE;48.9010026;2.2535691
CENTRE LACHAPELLE;28 R DE LA CHAPELLE;75018 PARIS;48.892257;2.3599294
CENTRE MEDICO-PSY.94-G01;6 AV PIERRE BROSSOLETTE;94300 VINCENNES;48.8468071;2.4407227
"CTRE GERIATR. MOYEN SEJOUR ""LES ORMES""";13 PL JEAN MERMOZ;93370 MONTFERMEIL;48.901996;2.5717252
CATTP APT SAVIGNY;8 R DE L'ALUMINIUM;77176 SAVIGNY LE TEMPLE;48.5952667;2.5863662
CMP CHAPERONS;1 R DU 19 MARS 1962;77170 BRIE COMTE ROBERT;48.6854407;2.6084082
APPARTEMENT THERAPEUTIQUE;47 AV CASTELLIER;77120 COULOMMIERS;48.813071;3.083497
APPT THERAPEUTIQUE;4 PL DU GENERAL LECLERC;91406 ORSAY CEDEX;48.69867;2.1872302
CMP 92I06 ENFANTS;24 AV DU DOCTEUR CALMETTE;92140 CLAMART;48.8132489;2.2704594
CATTP LEBLANC;30 R ALFRED LEBLANC;91220 BRETIGNY SUR ORGE;48.6013454;2.2999674
CLINIQUE MILAN;17 R DE MILAN;75009 PARIS;48.8787218;2.3277329
CENTRE MEDICO-PSYCHOLOGIQUE 94G14;2 R DISPAN;94240 L HAY LES ROSES;48.7788166;2.3390274
FOYER DE POST-CURE  CAILLAUX;8B R CAILLAUX;75013 PARIS;48.822833;2.3615038
HOPITAL CHARLES RICHET (AP-HP);R CHARLES RICHET;95400 VILLIERS LE BEL;49.001485;2.4022901
CENTRE MEDICO-PSYCHOLOGIQUE 95 G 11;34 AV PIERRE SEMARD;95400 ARNOUVILLE LES GONESSE;48.9969487;2.4149542
C.M.P.PSY.INFANTO-JUV.- PLESSIS;25 AV PASTEUR;94420 LE PLESSIS TREVISE;48.8070741;2.5668214
CLINIQUE SOLIS;15 RTE DE PROVINS;77144 MONTEVRAIN;48.8684502;2.7333483
CMP MONTEREAU;32 AV GENERAL DE GAULLE;77130 MONTEREAU FAULT YONNE;48.3815199;2.9503805
CENTRE SAINT DIDIER;29 R SAINT DIDIER;75016 PARIS;48.8663942;2.2855778
CH DE VILLE-EVRARD;202 AV JEAN JAURES;93332 NEUILLY SUR MARNE CEDEX;48.8623431;2.5457931
